unnamed:_0,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month,income_category,clv_category
126,TE60343,california,4716.264294,no,Basic,high school or below,2011-02-25,Employed,m,25746,Suburban,Married,61,0.0,84,1.0,3,corporate auto,Corporate L3,Offer2,Agent,292.8,four-door car,Medsize,A,2,low,medium
127,RU75949,oregon,12332.51669,no,Basic,college,2011-02-28,Employed,m,85789,Rural,Married,105,18.0,54,2.0,2,personal auto,Personal L1,Offer1,Agent,122.302824,sports car,Medsize,A,2,high,high
128,PP35705,california,35862.99324,no,Extended,high school or below,2011-02-26,Medical Leave,m,26376,Suburban,Divorced,121,7.0,19,0.0,2,personal auto,Personal L3,Offer1,Agent,580.8,suv,Small,A,2,low,high
129,ZM45168,oregon,2398.354197,no,Basic,college,2011-02-14,Disabled,m,14321,Suburban,Single,65,20.0,72,0.0,1,personal auto,Personal L2,Offer1,Branch,423.823547,four-door car,Medsize,A,2,low,medium
130,SH93005,california,6005.847375,yes,Extended,college,2011-02-23,Retired,m,13528,Suburban,Single,86,21.0,35,0.0,3,personal auto,Personal L3,Offer1,Agent,412.8,four-door car,Medsize,A,2,low,high
131,QK24293,california,6265.343299,no,Extended,doctor,2011-01-13,Unemployed,f,0,Suburban,Married,84,18.0,25,1.0,4,corporate auto,Corporate L1,Offer1,Agent,481.025786,four-door car,Medsize,A,1,low,high
132,CJ72056,california,8013.895125,no,Basic,bachelor,2011-01-17,Employed,m,65636,Suburban,Married,67,15.0,72,0.0,2,personal auto,Personal L2,Offer2,Call Center,321.6,four-door car,Medsize,A,1,medium,high
133,ZY20779,washington,4979.079933,no,Basic,high school or below,2011-01-29,Unemployed,m,0,Suburban,Single,71,17.0,57,0.0,5,personal auto,Personal L1,Offer2,Agent,340.8,two-door car,Medsize,A,1,low,medium
134,BP28492,arizona,4834.710493,yes,Basic,college,2011-01-31,Employed,f,38713,Suburban,Divorced,66,31.0,69,4.0,6,corporate auto,Corporate L3,Offer2,Call Center,316.8,four-door car,Medsize,A,1,medium,medium
135,AN67558,nevada,3288.209809,no,Basic,college,2011-01-16,Unemployed,m,0,Suburban,Single,102,16.0,1,1.0,1,personal auto,Personal L3,Offer1,Call Center,734.4,suv,Large,A,1,low,medium
136,ZJ90079,arizona,5525.470004,no,Basic,college,2011-02-01,Employed,f,64816,Suburban,Married,69,30.0,33,0.0,7,corporate auto,Corporate L2,Offer3,Agent,331.2,four-door car,Small,A,2,medium,high
137,GS85403,washington,9031.214859,yes,Extended,master,2011-02-23,Unemployed,f,0,Suburban,Single,122,15.0,47,0.0,9,corporate auto,Corporate L2,Offer1,Branch,650.52179,sports car,Medsize,A,2,low,high
138,SK95364,california,4620.390087,no,Extended,college,2011-02-26,Unemployed,f,0,Suburban,Single,130,11.0,0,0.0,1,personal auto,Personal L2,Offer3,Agent,936.0,suv,Medsize,A,2,low,medium
139,UI80897,washington,5552.596353,no,Basic,high school or below,2011-02-27,Employed,m,50470,Suburban,Divorced,71,1.0,87,0.0,8,corporate auto,Corporate L2,Offer4,Call Center,377.498287,two-door car,Large,A,2,medium,high
140,OJ65428,nevada,3842.028065,no,Premium,college,2011-01-19,Disabled,m,27906,Suburban,Divorced,102,5.0,57,0.0,1,personal auto,Personal L3,Offer2,Call Center,489.6,four-door car,Medsize,A,1,low,medium
141,WP64059,california,5093.379714,no,Basic,bachelor,2011-01-06,Employed,f,91814,Urban,Married,63,30.0,99,0.0,3,personal auto,Personal L1,Offer3,Call Center,167.037619,two-door car,Medsize,A,1,high,high
142,IP52990,oregon,16794.31422,no,Basic,high school or below,2011-02-24,Employed,f,38399,Urban,Married,106,12.0,6,0.0,2,personal auto,Personal L3,Offer2,Web,368.890904,suv,Medsize,A,2,medium,high
143,VF36700,oregon,24278.10167,no,Extended,master,2011-02-26,Retired,f,20983,Urban,Single,97,10.0,52,1.0,2,personal auto,Personal L2,Offer1,Branch,451.751555,four-door car,Medsize,A,2,low,high
144,NR16284,california,7462.926263,yes,Extended,college,2011-01-28,Employed,f,70263,Rural,Married,93,30.0,66,0.0,5,personal auto,Personal L3,Offer2,Call Center,7.345946,two-door car,Small,A,1,high,high
145,AB13432,california,3735.838129,no,Basic,bachelor,2011-01-04,Unemployed,m,0,Suburban,Single,110,3.0,16,0.0,1,personal auto,Personal L3,Offer1,Agent,792.0,suv,Medsize,A,1,low,medium
146,XX53620,oregon,2891.272351,no,Basic,bachelor,2011-02-02,Employed,f,80590,Rural,Married,71,4.0,19,0.0,1,corporate auto,Corporate L3,Offer4,Branch,134.158389,four-door car,Small,A,2,high,medium
147,AZ38648,washington,11981.98481,yes,Basic,master,2011-01-20,Retired,f,21514,Urban,Married,62,0.0,59,0.0,2,personal auto,Personal L3,Offer1,Agent,257.248789,two-door car,Medsize,A,1,low,high
148,HB24005,california,2347.048112,no,Basic,college,2011-02-02,Employed,m,31617,Urban,Single,62,17.0,29,1.0,1,personal auto,Personal L1,Offer1,Agent,244.269407,four-door car,Medsize,A,2,medium,medium
149,AV76907,oregon,4282.947971,yes,Basic,college,2011-02-26,Employed,f,40864,Rural,Married,109,16.0,70,1.0,1,personal auto,Personal L3,Offer1,Agent,166.937747,suv,Medsize,A,2,medium,medium
150,ER97256,arizona,5380.898636,yes,Basic,college,2011-02-24,Employed,f,55350,Suburban,Married,67,0.0,13,0.0,9,personal auto,Personal L3,Offer1,Agent,321.6,four-door car,Medsize,A,2,medium,high
151,CJ97736,oregon,5828.1822,no,Basic,college,2011-02-16,Employed,f,31364,Suburban,Married,74,28.0,47,0.0,3,personal auto,Personal L3,Offer2,Web,461.269135,four-door car,Small,A,2,medium,high
152,AZ64856,california,5048.051359,no,Extended,high school or below,2011-02-17,Employed,f,34452,Suburban,Married,126,2.0,51,0.0,1,personal auto,Personal L1,Offer4,Agent,604.8,suv,Large,A,2,medium,high
153,SA88518,oregon,7737.265103,no,Basic,college,2011-01-19,Employed,f,50296,Rural,Married,65,26.0,62,1.0,2,personal auto,Personal L2,Offer1,Call Center,46.804,two-door car,Medsize,A,1,medium,high
154,ED61615,california,7950.178237,no,Basic,high school or below,2011-01-21,Employed,m,26189,Suburban,Single,69,6.0,42,0.0,2,personal auto,Personal L2,Offer3,Agent,331.2,four-door car,Small,A,1,low,high
155,JG35886,california,4111.888285,no,Premium,college,2011-01-21,Employed,f,65085,Urban,Married,103,20.0,55,0.0,1,personal auto,Personal L2,Offer2,Call Center,480.073548,four-door car,Medsize,A,1,medium,medium
156,MW48891,washington,8007.399376,yes,Basic,high school or below,2011-01-02,Unemployed,f,0,Suburban,Divorced,112,12.0,93,0.0,3,personal auto,Personal L3,Offer1,Web,537.6,sports car,Medsize,A,1,low,high
157,DB26077,arizona,4873.436612,no,Extended,high school or below,2011-01-05,Retired,f,18866,Suburban,Married,126,4.0,62,0.0,1,personal auto,Personal L2,Offer3,Call Center,604.8,suv,Medsize,A,1,low,medium
158,RL31641,oregon,2252.416825,no,Basic,college,2011-01-29,Unemployed,f,0,Suburban,Single,65,13.0,84,0.0,1,personal auto,Personal L3,Offer3,Web,468.0,two-door car,Medsize,A,1,low,medium
159,KX55910,oregon,4957.033603,no,Basic,college,2011-01-15,Employed,f,62803,Suburban,Married,62,16.0,12,0.0,5,personal auto,Personal L3,Offer2,Web,400.959425,two-door car,Small,A,1,medium,medium
160,PJ86059,oregon,2655.864573,no,Basic,high school or below,2011-01-04,Employed,f,83460,Suburban,Divorced,66,20.0,18,0.0,1,corporate auto,Corporate L2,Offer2,Call Center,443.44552,four-door car,Medsize,A,1,high,medium
161,QB47024,washington,5898.733666,no,Extended,bachelor,2011-02-17,Employed,f,53998,Suburban,Divorced,78,5.0,38,5.0,8,personal auto,Personal L3,Offer1,Call Center,414.519064,four-door car,Medsize,A,2,medium,high
162,LG64797,california,17723.76398,no,Extended,college,2011-02-18,Employed,f,25771,Suburban,Married,222,21.0,58,0.0,4,personal auto,Personal L1,Offer1,Branch,1253.984948,luxury suv,Medsize,A,2,low,high
163,TP34946,california,5108.038755,no,Basic,college,2011-01-09,Disabled,m,26784,Suburban,Married,67,14.0,82,0.0,8,corporate auto,Corporate L3,Offer3,Branch,482.4,four-door car,Medsize,A,1,low,high
164,OO63074,california,4517.908834,no,Basic,bachelor,2011-02-09,Medical Leave,f,25261,Suburban,Married,118,31.0,9,0.0,1,personal auto,Personal L3,Offer4,Branch,566.4,suv,Medsize,A,2,low,medium
165,JL70559,arizona,5310.861767,no,Basic,college,2011-02-02,Unemployed,f,0,Suburban,Married,72,17.0,11,1.0,3,personal auto,Personal L1,Offer1,Branch,345.6,four-door car,Small,A,2,low,high
166,TW73441,nevada,2773.455358,no,Basic,high school or below,2011-01-26,Employed,f,73478,Urban,Married,68,2.0,38,0.0,1,personal auto,Personal L2,Offer2,Call Center,241.88878,four-door car,Medsize,A,1,high,medium
167,PZ47901,arizona,5504.139033,yes,Basic,bachelor,2011-02-08,Unemployed,f,0,Suburban,Married,73,18.0,45,0.0,5,corporate auto,Corporate L3,Offer1,Call Center,350.4,four-door car,Medsize,A,2,low,high
168,FV22585,california,6960.920371,no,Extended,college,2011-02-04,Employed,m,74487,Rural,Divorced,88,8.0,86,0.0,3,personal auto,Personal L1,Offer1,Call Center,16.711329,four-door car,Medsize,A,2,high,high
169,AU23837,california,5010.37931,no,Basic,bachelor,2011-01-19,Employed,f,64014,Urban,Single,63,15.149070740488469,27,0.384256105867471,7,corporate auto,Corporate L3,Offer1,Agent,295.871784,four-door car,Large,A,1,medium,high
170,YN39714,oregon,8488.561363,no,Basic,high school or below,2011-01-04,Employed,f,80213,Suburban,Married,70,12.0,17,0.0,2,personal auto,Personal L3,Offer1,Branch,440.268527,two-door car,Medsize,A,1,high,high
171,HX74855,washington,2471.528431,yes,Basic,high school or below,2011-01-15,Employed,m,95697,Rural,Married,61,16.0,55,0.0,1,personal auto,Personal L3,Offer2,Agent,114.273025,two-door car,Medsize,A,1,high,medium
172,ME44353,oregon,5876.054314,no,Basic,college,2011-02-09,Employed,f,32848,Urban,Married,74,15.149070740488469,59,0.384256105867471,5,personal auto,Personal L2,Offer3,Call Center,250.454012,four-door car,Medsize,A,2,medium,high
173,CV40610,california,12313.16484,no,Premium,college,2011-01-17,Unemployed,m,0,Suburban,Single,116,7.0,57,0.0,2,personal auto,Personal L1,Offer1,Call Center,835.2,two-door car,Medsize,A,1,low,high
174,MV69686,oregon,3982.180708,no,Extended,doctor,2011-01-03,Employed,f,38500,Urban,Married,99,26.0,49,1.0,1,corporate auto,Corporate L2,Offer1,Agent,423.286512,four-door car,Large,A,1,medium,medium
175,IB67546,california,8237.037945,no,Basic,bachelor,2011-01-17,Medical Leave,f,23940,Suburban,Married,107,13.0,34,0.0,7,personal auto,Personal L3,Offer1,Call Center,513.6,suv,Small,A,1,low,high
176,AV93209,california,12487.58095,no,Premium,high school or below,2011-01-11,Employed,f,31283,Suburban,Married,104,15.149070740488469,3,0.384256105867471,2,personal auto,Personal L3,Offer1,Agent,499.2,four-door car,Medsize,A,1,medium,high
177,OZ41737,oregon,5366.779081,no,Basic,doctor,2011-02-22,Unemployed,f,0,Urban,Married,70,5.0,29,0.0,4,personal auto,Personal L2,Offer1,Agent,223.174067,four-door car,Large,A,2,low,high
178,QQ39596,arizona,2517.533581,no,Basic,college,2011-02-26,Unemployed,f,0,Rural,Married,69,15.149070740488469,71,0.384256105867471,1,personal auto,Personal L3,Offer2,Call Center,42.096415,four-door car,Medsize,A,2,low,medium
179,DQ19343,california,5583.068307,no,Basic,high school or below,2011-02-22,Employed,f,57925,Urban,Single,72,33.0,13,1.0,3,corporate auto,Corporate L2,Offer1,Agent,204.620759,two-door car,Medsize,A,2,medium,high
180,IG89777,california,7356.559341,no,Extended,high school or below,2011-01-09,Employed,m,81145,Urban,Married,92,34.0,92,0.0,8,corporate auto,Corporate L2,Offer2,Call Center,321.060571,two-door car,Large,A,1,high,high
181,SH48087,california,10144.3094,no,Extended,college,2011-01-29,Medical Leave,f,27231,Suburban,Married,88,0.0,7,0.0,2,personal auto,Personal L2,Offer1,Branch,422.4,four-door car,Medsize,A,1,low,high
182,FL82372,oregon,8672.194272,no,Basic,college,2011-01-26,Employed,f,22547,Suburban,Divorced,112,7.0,60,0.0,3,corporate auto,Corporate L3,Offer1,Agent,537.6,suv,Medsize,A,1,low,high
183,WJ57919,california,2674.730716,yes,Basic,college,2011-02-15,Employed,m,56342,Suburban,Single,69,12.0,89,0.0,1,special auto,Special L3,Offer2,Call Center,331.2,four-door car,Small,A,2,medium,medium
184,CI60365,california,34611.37896,yes,Basic,high school or below,2011-01-14,Employed,f,20090,Suburban,Married,109,10.0,59,0.0,2,special auto,Special L3,Offer2,Agent,523.2,sports car,Medsize,A,1,low,high
185,DR84620,california,8071.334962,no,Basic,bachelor,2011-02-07,Employed,m,72149,Rural,Married,101,18.0,43,0.0,6,personal auto,Personal L2,Offer2,Call Center,69.310166,suv,Medsize,A,2,high,high
186,BG42047,nevada,2511.944048,no,Basic,college,2011-01-15,Medical Leave,m,17658,Suburban,Married,65,10.0,44,0.0,1,personal auto,Personal L3,Offer3,Web,312.0,four-door car,Medsize,A,1,low,medium
187,AF41118,california,7255.714453,no,Extended,college,2011-01-05,Medical Leave,m,10710,Suburban,Married,94,12.0,33,0.0,7,personal auto,Personal L2,Offer1,Branch,451.2,two-door car,Small,A,1,low,high
188,QQ25666,arizona,14510.7505,no,Basic,high school or below,2011-01-25,Employed,m,60120,Urban,Married,182,30.0,21,0.0,6,personal auto,Personal L3,Offer2,Branch,716.469391,luxury car,Medsize,A,1,medium,high
189,OK31456,california,11009.13049,yes,Premium,bachelor,2011-01-24,Employed,f,51643,Suburban,Single,283,16.0,43,0.0,1,corporate auto,Corporate L3,Offer2,Agent,1358.4,luxury car,Medsize,A,1,medium,high
190,VZ18907,california,21991.61598,no,Basic,college,2011-01-12,Employed,f,80807,Rural,Married,109,1.0,73,0.0,2,personal auto,Personal L3,Offer2,Branch,132.139111,suv,Large,A,1,high,high
191,YU79270,arizona,4633.336334,no,Basic,college,2011-01-15,Medical Leave,m,27132,Suburban,Single,63,32.0,59,1.0,4,personal auto,Personal L1,Offer1,Branch,302.4,four-door car,Medsize,A,1,low,medium
192,WK18603,california,5272.518472,no,Basic,doctor,2011-02-18,Employed,m,85607,Rural,Single,66,26.0,1,0.0,3,personal auto,Personal L2,Offer2,Agent,67.647131,four-door car,Medsize,A,2,high,high
193,JK90180,arizona,4340.086445,no,Basic,college,2011-01-06,Unemployed,m,0,Suburban,Single,62,22.0,39,0.0,6,personal auto,Personal L2,Offer3,Branch,446.4,four-door car,Medsize,A,1,low,medium
194,KC22636,california,5488.931031,no,Basic,high school or below,2011-02-17,Employed,f,33881,Rural,Married,68,11.0,83,0.0,9,personal auto,Personal L3,Offer2,Web,65.659137,four-door car,Large,A,2,medium,high
195,SO43919,california,14228.23432,no,Extended,bachelor,2011-01-16,Employed,m,31650,Suburban,Married,121,25.0,17,0.0,2,personal auto,Personal L3,Offer1,Branch,580.8,suv,Medsize,A,1,medium,high
196,NE29938,california,12840.43291,no,Extended,college,2011-02-03,Unemployed,f,0,Suburban,Single,90,1.0,94,0.0,2,personal auto,Personal L2,Offer1,Call Center,648.0,two-door car,Large,A,2,low,high
197,WW30771,arizona,2673.319593,no,Basic,master,2011-02-13,Employed,m,28728,Suburban,Married,67,8.0,10,0.0,1,personal auto,Personal L3,Offer4,Branch,321.6,four-door car,Small,A,2,low,medium
198,BL29046,oregon,5332.462694,yes,Basic,doctor,2011-02-22,Employed,f,68931,Urban,Married,66,32.0,30,0.0,7,corporate auto,Corporate L2,Offer2,Branch,309.577946,four-door car,Medsize,A,2,medium,high
199,LN50325,arizona,10064.60828,no,Extended,high school or below,2011-02-03,Employed,f,20440,Suburban,Married,128,11.0,54,2.0,9,corporate auto,Corporate L3,Offer3,Branch,614.4,sports car,Medsize,A,2,low,high
200,TL43709,washington,8972.140307,no,Basic,bachelor,2011-01-27,Employed,m,89689,Rural,Divorced,74,15.149070740488469,4,0.384256105867471,2,personal auto,Personal L3,Offer1,Branch,136.829537,four-door car,Large,A,1,high,high
201,VQ65197,california,8197.197078,no,Basic,college,2011-01-06,Unemployed,f,0,Suburban,Married,110,27.0,87,0.0,3,personal auto,Personal L3,Offer2,Agent,528.0,suv,Medsize,A,1,low,high
202,VQ97965,oregon,3514.212939,no,Extended,bachelor,2011-02-23,Employed,f,73643,Rural,Single,89,2.0,2,0.0,1,corporate auto,Corporate L3,Offer2,Agent,147.486454,four-door car,Medsize,A,2,high,medium
203,SZ70655,california,4293.009593,no,Basic,college,2011-01-31,Unemployed,f,0,Suburban,Single,61,18.0,15,0.0,8,corporate auto,Corporate L3,Offer1,Agent,292.8,two-door car,Large,A,1,low,medium
204,QP69826,arizona,3567.503755,yes,Basic,bachelor,2011-01-07,Unemployed,m,0,Suburban,Married,102,28.0,11,0.0,1,corporate auto,Corporate L2,Offer2,Agent,660.430456,suv,Medsize,A,1,low,medium
205,YZ19736,arizona,2580.849899,yes,Basic,college,2011-02-09,Employed,m,46900,Suburban,Married,66,13.0,59,0.0,1,personal auto,Personal L2,Offer2,Web,316.8,four-door car,Medsize,A,2,medium,medium
206,CP92616,nevada,46805.22306,no,Extended,high school or below,2011-02-25,Employed,m,83006,Urban,Married,235,8.0,61,1.0,2,personal auto,Personal L1,Offer3,Agent,1065.049894,luxury suv,Small,A,2,high,high
207,NX37589,washington,2666.976685,no,Basic,bachelor,2011-02-08,Employed,f,79251,Suburban,Married,67,10.0,32,1.0,1,personal auto,Personal L3,Offer2,Web,321.6,four-door car,Medsize,A,2,high,medium
208,UT21323,california,13057.01188,no,Basic,college,2011-02-13,Unemployed,m,0,Suburban,Single,190,9.0,67,0.0,7,personal auto,Personal L3,Offer3,Branch,1833.182529,luxury suv,Small,A,2,low,high
209,CM78608,california,5823.162917,no,Basic,high school or below,2011-01-31,Employed,f,88359,Rural,Divorced,73,1.0,49,0.0,9,personal auto,Personal L3,Offer2,Call Center,35.915639,two-door car,Medsize,A,1,high,high
210,GU41198,california,9536.338382,no,Extended,bachelor,2011-01-07,Employed,f,62421,Suburban,Divorced,80,22.0,50,2.0,2,corporate auto,Corporate L3,Offer1,Call Center,384.0,four-door car,Medsize,A,1,medium,high
211,YB42706,nevada,8107.26533,no,Extended,college,2011-01-23,Unemployed,m,0,Suburban,Married,76,0.0,91,0.0,2,corporate auto,Corporate L1,Offer3,Branch,364.8,two-door car,Small,A,1,low,high
212,UX91266,california,3484.141641,no,Extended,bachelor,2011-01-10,Employed,m,34307,Rural,Divorced,92,33.0,62,2.0,1,personal auto,Personal L3,Offer1,Call Center,186.025014,four-door car,Medsize,A,1,medium,medium
213,WO53546,oregon,34039.05613,no,Basic,college,2011-01-28,Unemployed,m,0,Suburban,Divorced,104,26.0,66,0.0,2,personal auto,Personal L3,Offer2,Agent,499.2,sports car,Medsize,A,1,low,high
214,ZX85480,washington,7995.441263,no,Basic,high school or below,2011-01-02,Employed,f,66685,Rural,Married,67,35.0,50,2.0,2,personal auto,Personal L2,Offer2,Call Center,38.763897,two-door car,Large,A,1,medium,high
215,NS57426,arizona,11611.94584,no,Extended,bachelor,2011-02-11,Employed,m,28915,Suburban,Single,76,10.0,49,0.0,2,personal auto,Personal L3,Offer4,Web,364.8,four-door car,Medsize,A,2,low,high
216,QJ22057,nevada,4454.104455,no,Basic,college,2011-02-22,Unemployed,f,0,Suburban,Single,68,5.0,72,1.0,3,personal auto,Personal L3,Offer1,Branch,326.4,four-door car,Large,A,2,low,medium
217,FZ79470,arizona,5395.346288,no,Basic,bachelor,2011-02-24,Unemployed,f,0,Suburban,Married,74,13.0,30,0.0,4,personal auto,Personal L2,Offer3,Web,355.2,four-door car,Medsize,A,2,low,high
218,EM29019,arizona,8447.888167,no,Basic,bachelor,2011-02-18,Employed,f,61337,Rural,Married,105,35.0,46,0.0,9,personal auto,Personal L2,Offer1,Call Center,2.54009,suv,Medsize,A,2,medium,high
219,VE64781,arizona,2927.07045,no,Basic,bachelor,2011-02-14,Employed,f,75685,Suburban,Married,73,35.0,47,0.0,1,personal auto,Personal L3,Offer2,Agent,369.918482,four-door car,Small,A,2,high,medium
220,ZS94723,arizona,2960.029328,no,Extended,high school or below,2011-02-05,Unemployed,f,0,Suburban,Single,82,0.0,28,0.0,1,personal auto,Personal L2,Offer1,Agent,590.4,four-door car,Medsize,A,2,low,medium
221,UB51030,washington,6582.450781,no,Basic,high school or below,2011-02-15,Unemployed,f,0,Suburban,Single,62,3.0,44,0.0,2,special auto,Special L3,Offer1,Agent,297.6,four-door car,Medsize,A,2,low,high
